ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
600745.SH,20221029,,预案,,,,60.9612,55.5012
600580.SH,20221029,,预案,,,1402585.0,7.25,7.25
600433.SH,20221029,,预案,,,1269000.0,2.7,2.7
400286,20221029,,预案,,,,,
600141.SH,20221029,,预案,,,262740.0,4.94,4.27
000800.SZ,20221029,,预案,,,8685588.33,,
603041.SH,20221029,,预案,20231027,,62496000.0,17.36,
002669.SZ,20221029,,预案,20231027,,40000000.0,18.5,
002821.SZ,20221029,,股东大会通过,,,552787.2,82.26,82.26
002821.SZ,20221029,,股东大会通过,,,8035146.0,131.94,131.94
000503.SZ,20221029,,股东大会通过,,,4058120.0,5.06,5.06
688090.SH,20221029,20221028,完成,,64032.0,1726742.98,26.99,26.85
300190.SZ,20221029,20221028,完成,,1010000.0,4175636.0,4.16,4.12
688379.SH,20221029,20221027,完成,,1851000.0,29997243.93,22.84,
600882.SH,20221029,20221102,完成,,105000.0,1809150.0,17.23,17.23
600498.SH,20221029,20221102,完成,,1264000.0,,11.92,11.74
300037.SZ,20221029,20221028,完成,,496000.0,19210200.0,39.79,37.38
603516.SH,20221029,20221028,完成,,3343000.0,40002203.0,13.18,
002627.SZ,20221028,,预案,20231114,,200000000.0,7.0,
603833.SH,20221028,,预案,20231027,,250000000.0,155.0,
000703.SZ,20221028,,预案,20231027,,2000000000.0,11.5,
300860.SZ,20221028,,预案,20231116,,100000000.0,58.0,
605018.SH,20221028,,预案,20230127,,120000000.0,16.86,
920346.BJ,20221028,,预案,20230514,,15000000.0,12.0,
603908.SH,20221028,,预案,20230427,,30000000.0,100.0,
002932.SZ,20221028,,预案,,,,,
605167.SH,20221028,,预案,20231027,,60000000.0,12.0,
920122.BJ,20221028,,预案,,,226590.0,2.73,2.73
603195.SH,20221028,,预案,,,5178506.3,85.75,63.06
603121.SH,20221028,,预案,,,5191223.05,4.49,3.53
603657.SH,20221028,,预案,,,610500.0,12.21,12.21
603196.SH,20221028,,预案,,,1005434.08,,
603279.SH,20221028,,预案,,,4578.0,6.54,6.54
002871.SZ,20221028,,预案,,,723075.0,4.65,4.65
605377.SH,20221028,,预案,,,65504.0,7.36,7.36
603348.SH,20221028,,预案,,,,8.88,8.88
603579.SH,20221028,,预案,,,,,
603258.SH,20221028,,预案,,,137095.0,19.585,19.585
603678.SH,20221028,,预案,,,145900.0,29.18,29.18
002642.SZ,20221028,,预案,,,1421200.0,3.23,3.23
002643.SZ,20221028,,预案,,,1961925.0,9.525,9.525
002068.SZ,20221028,,预案,,,873739.23,,
600267.SH,20221028,,预案,,,,,
600105.SH,20221028,,预案,,,,,
300839.SZ,20221028,20221028,完成,,135800.0,2035870.0,15.05,14.81
300568.SZ,20221028,20221028,完成,,500000.0,9480078.0,19.11,18.8
920839.BJ,20221028,20221028,完成,,1005029.0,6055597.24,8.85,
920000.BJ,20221028,20221027,完成,,1009065.0,5291430.01,5.5,
300063.SZ,20221028,20221028,完成,,690000.0,1515240.0,2.676,1.986
300259.SZ,20221027,,预案,20231025,,100000000.0,3.6,
300165.SZ,20221027,,预案,,,2.0,,
002005.SZ,20221027,,预案,20241024,,30000000.0,2.2,
002050.SZ,20221027,,预案,20231026,,400000000.0,36.0,
301078.SZ,20221027,,预案,20231025,,100000000.0,17.0,
603551.SH,20221027,,预案,,,,,
603259.SH,20221027,,预案,,,,33.04,18.34
300666.SZ,20221027,,预案,,,2567000.0,24.5,24.4
300763.SZ,20221027,,预案,,,117136.8,9.57,9.57
300207.SZ,20221027,,预案,,,786716.0,12.7,7.41
002312.SZ,20221027,,预案,,,1052717.3,,
002299.SZ,20221027,,预案,,,,,
603716.SH,20221027,,预案,,,,,
002706.SZ,20221027,,预案,20231026,,200000000.0,19.0,
601633.SH,20221027,20221026,完成,,2638200.0,73495118.2,28.0,27.6
603877.SH,20221027,20221031,完成,,280000.0,3376800.0,12.06,12.06
300396.SZ,20221027,20221026,完成,,36400.0,430612.0,11.83,11.83
300801.SZ,20221027,20221026,完成,,243300.0,5772500.0,23.85,23.6
920378.BJ,20221026,,预案,20230425,,16360000.0,8.18,
601686.SH,20221026,,预案,,,1528852.45,6.83,6.83
002962.SZ,20221026,,预案,,,1639197.6,9.1,6.52
920242.BJ,20221026,,预案,,,367167.9,3.8247,3.8247
603501.SH,20221026,,预案,,,2986713.0,81.94,81.94
002847.SZ,20221026,,预案,,,4499880.0,53.57,53.57
300721.SZ,20221026,,预案,,,24714.27,10.0875,10.0875
300623.SZ,20221026,,预案,,,1135831.53,11.8873,11.8873
603767.SH,20221026,,预案,,,32445.0,3.09,3.09
601369.SH,20221026,,预案,,,675224.0,4.23,2.43
600062.SH,20221026,,预案,,,568554.48,6.8172,6.8172
300748.SZ,20221026,,预案,,,184135.2,13.1375,13.1375
605099.SH,20221026,,股东大会通过,,,979703.11,14.1371,14.1371
000513.SZ,20221026,,股东大会通过,,,402016931.96,40.0,
688313.SH,20221026,20221025,完成,,4800000.0,48888731.74,16.0,
300193.SZ,20221026,20221025,完成,,15645362.0,137339826.26,15.51,
300109.SZ,20221026,20221026,完成,,17318125.0,297590400.0,28.56,
688100.SH,20221026,20221025,完成,,1100669.0,24498696.16,22.5,21.28
002918.SZ,20221026,20221026,完成,,4420000.0,66874600.0,15.13,15.13
300628.SZ,20221026,20221025,完成,,688275.0,14599515.71,,
000333.SZ,20221026,20221024,完成,,5130962.0,127084926.9,38.25,17.46
300639.SZ,20221026,20221025,完成,,365800.0,7269659.99,20.23,19.58
300133.SZ,20221025,,预案,20231022,,120000000.0,7.0,
603300.SH,20221025,,预案,20231109,,100000000.0,10.0,
300477.SZ,20221025,,预案,20240710,,40000000.0,8.4,
002273.SZ,20221025,,预案,20230424,,150000000.0,14.0,
688636.SH,20221025,,预案,,,440079.44,34.2741,34.2741
300739.SZ,20221025,,预案,,,229562.63,8.74,8.74
002790.SZ,20221025,,预案,,,319200.0,2.85,2.85
002734.SZ,20221025,,预案,,,,5.0962,5.0962
002391.SZ,20221025,,预案,,,49920.0,4.16,4.16
600888.SH,20221025,,预案,,,196400.0,4.91,4.91
600817.SH,20221025,,预案,,,,,
601127.SH,20221025,,预案,20231024,,400000000.0,91.0,
000333.SZ,20221025,20221024,完成,,48558888.0,2636704772.26,70.0,48.08
605266.SH,20221025,20221027,完成,,78917.0,,,
603138.SH,20221025,20221027,完成,,21000.0,144270.0,6.87,6.87
603187.SH,20221025,20221027,完成,,33831.0,499938.91,18.39,6.88
002810.SZ,20221025,20221024,完成,,100000.0,2224000.0,22.24,22.24
300415.SZ,20221025,20221021,完成,,215200.0,751048.0,3.49,3.49
603998.SH,20221025,20221027,完成,,580000.0,1740870.0,2.9115,2.9115
002459.SZ,20221025,20221021,完成,,32900.0,181279.0,5.51,5.51
300883.SZ,20221024,,预案,20231021,,40000000.0,8.0,
002497.SZ,20221024,,预案,20231021,,300000000.0,35.0,0.87
002120.SZ,20221024,,预案,20231021,,100000000.0,20.0,
920415.BJ,20221024,,预案,20230508,,20000000.0,8.0,
688383.SH,20221024,20221021,完成,,359182.0,33332394.04,108.67,
300193.SZ,20221024,20221021,完成,,13714362.0,122389953.28,15.51,7.48
300686.SZ,20221024,20221012,完成,,5000020.0,61256194.2,20.0,
600718.SH,20221024,20221021,完成,,16675713.0,180637928.0,10.31,9.28
002556.SZ,20221024,20221024,完成,,7474900.0,79993700.0,15.8,
603501.SH,20221024,20221021,完成,,1034375.0,79981364.55,81.2,
002517.SZ,20221024,20221020,完成,,21127650.0,138134287.0,11.52,6.21
920735.BJ,20221024,20221020,完成,,10000.0,,,
300303.SZ,20221024,20221021,完成,,36000.0,53875.72,1.5,1.5
300692.SZ,20221024,20221020,完成,,10002570.0,72625212.9,10.15,6.75
600570.SH,20221024,20221024,完成,,1707457.0,66958818.99,32.78,31.52
300595.SZ,20221022,,预案,,,205143.0,23.4933,23.4933
601899.SH,20221022,,预案,20240419,,500000000.0,13.0,
603801.SH,20221022,,预案,,,163800.0,5.85,5.85
002683.SZ,20221022,,预案,,,917635.65,4.65,4.65
300327.SZ,20221022,,预案,20231020,,120000000.0,50.0,
600711.SH,20221022,20221024,完成,,7992646.0,1.0,,
601878.SH,20221021,,预案,20231020,,605000000.0,15.61,
688289.SH,20221021,,预案,20231020,,200000000.0,33.73,
601966.SH,20221021,,预案,20231019,,300000000.0,29.94,
300898.SZ,20221021,,预案,,,1015300.0,15.62,15.62
920491.BJ,20221021,,预案,20231019,,49500000.0,15.0,
002916.SZ,20221021,,股东大会通过,,,77437.9,24.44,24.44
603587.SH,20221021,20221020,完成,,3505522.0,50200329.48,14.0,13.46
000925.SZ,20221021,20221019,完成,,8563000.0,60003356.43,14.43,
002558.SZ,20221021,20221014,完成,,20512840.0,170051296.7,15.0,7.26
002570.SZ,20221021,20221020,完成,,9312279.0,49970669.86,7.17,
688219.SH,20221021,20221020,完成,,8503955.0,79211552.52,8.5,8.16
920000.BJ,20221021,20221021,完成,,197302.0,1008521.61,5.23,5.06
002597.SZ,20221021,20221020,完成,,940925.0,35788942.75,39.0,37.55
835092,20221021,20221021,完成,,38000.0,89640.0,2.36,2.34
000883.SZ,20221021,20221019,完成,,1722100.0,3881268.98,,
000488.SZ,20221021,20221020,完成,,4466000.0,12366900.0,2.5184,2.5184
000883.SZ,20221021,20221020,完成,,3334400.0,14828400.0,4.52,
600028.SH,20221021,20221020,完成,,175000056.0,750112018.66,6.18,
603309.SH,20221020,,预案,,,1330600.0,6.336,6.336
300037.SZ,20221020,,预案,20231019,,200000000.0,54.5,
688018.SH,20221020,20221018,完成,,449674.0,40961462.56,120.0,73.45
603486.SH,20221020,20221024,完成,,222660.0,12259362.8,86.13,12.3
002873.SZ,20221020,20221018,完成,,148862.0,899764.46,6.04,6.04
300347.SZ,20221020,20221020,完成,,20144.0,597003.84,31.46,26.55
601633.SH,20221020,20221024,完成,,353452.0,5800147.32,16.41,16.41
839010,20221020,20221018,完成,,100000.0,488000.0,4.88,4.88
300658.SZ,20221019,,预案,,,4543249.2,8.9667,3.9133
300377.SZ,20221019,,预案,,,2046240.0,5.22,5.22
002286.SZ,20221019,,预案,,,691020.0,6.98,6.98
002520.SZ,20221019,,股东大会通过,,,1.0,,
300638.SZ,20221019,,股东大会通过,,,2473300.0,11.82,9.91
605009.SH,20221019,20221021,完成,,70000.0,,,
300732.SZ,20221019,20221018,完成,,1140480.0,5382267.13,4.7193,4.7193
603912.SH,20221019,20221021,完成,,38556.0,170801.64,6.4796,3.6143
920433.BJ,20221019,20221018,完成,,28800.0,,1.63,1.63
603516.SH,20221019,20221021,完成,,1150800.0,13533408.0,11.76,11.76
300578.SZ,20221019,20221018,完成,,1512300.0,19237972.29,13.86,11.89
002397.SZ,20221019,20221017,完成,,1600000.0,3207491.5,2.016,1.9934
002212.SZ,20221019,20221017,完成,,310301.0,3006816.69,9.69,9.69
600415.SH,20221019,20221021,完成,,5200000.0,14934100.0,2.317,2.317
600079.SH,20221019,20221021,完成,,356367.0,,,
000582.SZ,20221019,20221017,完成,,77101.0,358987.17,5.2199,4.1629
601611.SH,20221018,,预案,,,1063385.16,4.38,4.38
300839.SZ,20221018,,股东大会通过,,,60089400.0,27.0,
002453.SZ,20221018,,股东大会通过,,,1.0,,
002559.SZ,20221018,,股东大会通过,,,450000.0,3.0,3.0
002735.SZ,20221018,,股东大会通过,,,8526060.0,7.33,7.33
603100.SH,20221018,20221014,完成,,3950000.0,113113500.0,30.0,
600352.SH,20221018,20221014,完成,,97600009.0,985962128.43,12.75,
603489.SH,20221018,20221020,完成,,3640.0,,,
603489.SH,20221018,20221020,完成,,3275.0,,,
603890.SH,20221018,20221020,完成,,30000.0,228300.0,7.61,7.61
603728.SH,20221018,20221020,完成,,304400.0,2623928.0,8.62,8.62
603626.SH,20221018,20221020,完成,,44550.0,239679.0,5.38,5.38
603667.SH,20221018,20221020,完成,,50000.0,228500.0,4.57,4.57
002765.SZ,20221018,20221014,完成,,180000.0,625070.0,,
300623.SZ,20221018,20221018,完成,,52350.0,637710.26,17.024,11.8873
603013.SH,20221018,20221020,完成,,56800.0,415776.0,7.32,7.32
603197.SH,20221018,20221020,完成,,7100.0,123611.0,17.41,17.41
603456.SH,20221018,20221020,完成,,46200.0,867882.0,21.15,15.46
600378.SH,20221018,20221020,完成,,7450927.0,80842984.31,12.05,12.05
600298.SH,20221018,20221020,完成,,376000.0,8762781.52,23.3053,23.3053
600258.SH,20221018,20221020,完成,,134250.0,1130922.0,8.424,8.424
000725.SZ,20221018,20221014,完成,,6153700.0,14830417.0,2.41,2.41
300568.SZ,20221017,,预案,20230114,,100000000.0,25.0,
300190.SZ,20221017,,预案,20231013,,100000000.0,6.4,
600496.SH,20221017,,预案,20231013,,100000000.0,6.09,
688511.SH,20221017,,预案,20231013,,50000000.0,45.0,
600380.SH,20221017,,预案,20231118,,600000000.0,15.82,
603365.SH,20221017,,预案,20231101,,60000000.0,19.38,
601633.SH,20221017,,预案,20231014,,1800000000.0,45.0,
600790.SH,20221017,,预案,20231013,,806000000.0,5.5,
688312.SH,20221017,,预案,20231013,,60000000.0,20.8,
002027.SZ,20221017,,预案,20231014,,800000000.0,7.0,
300095.SZ,20221017,20221014,完成,,743800.0,6645461.0,16.0,8.79
603906.SH,20221017,20221014,完成,,70800.0,1997258.0,28.35,28.08
603020.SH,20221017,20221014,完成,,7600000.0,78584235.6,12.5,
603808.SH,20221017,20221014,完成,,5359645.0,51133700.0,14.75,8.47
300113.SZ,20221017,20221014,完成,,3633500.0,41928871.74,18.43,9.63
603301.SH,20221017,20221013,完成,,290549.0,13394681.62,47.97,
603225.SH,20221017,20221014,完成,,16862291.0,187204400.56,18.0,9.07
300617.SZ,20221017,20221014,完成,,2410792.0,87800686.24,50.0,
600094.SH,20221017,20221013,完成,,39902000.0,129995006.94,3.51,
300512.SZ,20221017,20221015,完成,,3985900.0,36691751.73,9.94,6.59
600649.SH,20221017,20221013,完成,,1400000.0,5271231.09,3.78,3.74
300470.SZ,20221017,20221014,完成,,2818700.0,104200187.35,45.0,
300174.SZ,20221017,20221014,完成,,2600000.0,35442128.77,17.0,
603690.SH,20221017,20221017,完成,,1157600.0,44994320.0,54.0,32.6
600499.SH,20221017,20221014,完成,,20296365.0,335173242.84,20.0,16.07
603859.SH,20221017,20221014,完成,,1701800.0,46994800.0,40.0,
300835.SZ,20221017,20221016,完成,,1875740.0,50767206.2,45.0,
688069.SH,20221017,20221014,完成,,836000.0,27632393.15,46.77,
601117.SH,20221017,20221014,完成,,36999818.0,297141700.0,14.89,7.55
300677.SZ,20221017,20221013,完成,,14002017.0,314419803.15,34.28,
688365.SH,20221017,20221013,完成,,1260800.0,10007600.0,12.0,7.27
600579.SH,20221017,20221014,完成,,997800.0,5787759.0,9.21,
000636.SZ,20221017,20221014,完成,,3268520.0,53827792.99,26.77,13.47
688228.SH,20221017,20221014,完成,,684404.0,20001200.0,50.0,
002111.SZ,20221017,20221014,完成,,3714440.0,30927348.67,12.8,7.7
601678.SH,20221017,20221014,完成,,8300000.0,44370937.49,10.0,
603918.SH,20221017,20221014,完成,,3953249.0,33661525.86,10.36,
605366.SH,20221015,,预案,,,,,
600096.SH,20221015,,预案,,,3201300.0,,
002953.SZ,20221015,,股东大会通过,,,1200981.18,7.412,7.412
300938.SZ,20221015,,股东大会通过,,,2555325.0,14.4882,14.4882
002569.SZ,20221015,,股东大会通过,,,20760000.0,5.19,5.19
600855.SH,20221015,,股东大会通过,,,1687653.4,8.363,8.363
600446.SH,20221015,,股东大会通过,,,2710600.0,,
600422.SH,20221015,,股东大会通过,,,479377.6,,
002869.SZ,20221015,20221014,完成,,7393350.0,117803676.0,19.4,
002921.SZ,20221015,20221012,完成,,4263100.0,59984606.48,19.65,
002493.SZ,20221015,20221014,完成,,106986155.0,1539512569.39,20.0,12.73
003010.SZ,20221015,20221013,完成,,155400.0,2123817.0,13.81,13.34
300432.SZ,20221015,20221015,完成,,391500.0,1209735.0,3.09,3.09
002798.SZ,20221015,20221014,完成,,14648900.0,123346033.25,20.68,6.92
300236.SZ,20221015,20221014,完成,,717785.0,19915800.0,40.0,27.19
603668.SH,20221015,20221019,完成,,29750.0,155741.25,5.235,5.235
603816.SH,20221014,,预案,20240412,,600000000.0,60.0,
300911.SZ,20221014,,预案,,,15145892.5515,29.4095,29.4095
920000.BJ,20221014,,股东大会通过,,,10723694.35,5.5,
002544.SZ,20221014,,股东大会通过,,,816720.8,6.44,6.44
300564.SZ,20221014,,股东大会通过,,,,,
601933.SH,20221014,20221013,完成,,30011600.0,96255619.25,3.13,3.01
601233.SH,20221014,20221013,完成,,35476673.0,584352039.1,25.0,13.41
300454.SZ,20221014,20221014,完成,,1255715.0,130912654.44,184.93,
300251.SZ,20221014,20221012,完成,,19727575.0,149988763.6,12.8,6.77
603610.SH,20221014,20221012,完成,,290600.0,3649349.0,12.74,12.39
603676.SH,20221014,20221018,完成,,72500.0,305112.5,4.44,4.045
300627.SZ,20221014,20221013,完成,,57540.0,817890.0,14.21,14.21
002869.SZ,20221014,20221014,完成,,592216.0,8543702.91,,
603855.SH,20221014,20221018,完成,,15000.0,42000.0,2.8,2.8
603385.SH,20221014,20221018,完成,,323000.0,1708993.0,5.291,5.291
300607.SZ,20221014,20221014,完成,,897408.0,6622871.04,7.38,7.38
002910.SZ,20221014,20221013,完成,,881688.0,6537109.74,6.82,6.82
400163,20221014,20221013,完成,,1167665.0,6060181.35,5.19,5.19
600702.SH,20221014,20221018,完成,,6800.0,71468.0,10.51,10.51
831288,20221014,20221013,完成,,36000.0,,5.0,5.0
688100.SH,20221013,,预案,20231012,,300000000.0,29.68,
002191.SZ,20221013,20221012,完成,,15041000.0,129619714.18,7.44,7.27
603567.SH,20221013,20221012,完成,,2559700.0,29991325.3,12.2,12.01
603567.SH,20221013,20221011,完成,,2099700.0,24414409.3,12.15,11.9
603301.SH,20221013,20221012,完成,,188449.0,8578704.62,46.11,45.1
688083.SH,20221013,20221011,完成,,279755.0,50242695.9,249.43,153.02
603578.SH,20221013,20221012,完成,,3905877.0,53551100.0,18.34,
002036.SZ,20221012,,预案,,,1404396.0,5.573,5.573
688011.SH,20221012,20220930,完成,,377318.0,8803025.9,39.0,
002191.SZ,20221012,20221011,完成,,13841000.0,120749171.18,7.37,7.22
603808.SH,20221012,20220930,完成,,5228145.0,50000500.0,14.75,8.62
603729.SH,20221012,20221010,完成,,117400.0,1465669.0,12.59,12.3
002233.SZ,20221012,20221010,完成,,11922800.0,102659298.45,11.88,7.54
688466.SH,20221012,20221011,完成,,638504.0,9998425.34,16.317,15.06
688313.SH,20221012,20220930,完成,,4490000.0,45566559.65,10.89,8.93
300457.SZ,20221012,20221011,完成,,7382185.0,193137518.36,37.9,22.65
300349.SZ,20221012,20220930,完成,,2726200.0,26005124.4,13.9,
002869.SZ,20221012,20220930,完成,,6910150.0,109011477.29,19.39,
002921.SZ,20221012,20221011,完成,,3951000.0,55731550.48,19.65,13.05
300308.SZ,20221012,20221011,完成,,380000.0,10085300.0,26.66,26.47
000338.SZ,20221012,20221011,完成,,87265525.0,1035989669.36,17.39,9.3
688662.SH,20221012,20220930,完成,,71331.0,2313911.31,33.5,
003010.SZ,20221012,20221011,完成,,43800.0,593474.0,13.67,13.34
688219.SH,20221012,20220930,完成,,7840000.0,73655833.8,9.99,8.59
603557.SH,20221012,20221014,完成,,328000.0,,,
300677.SZ,20221012,20221012,完成,,13952107.0,313413679.15,34.28,
300236.SZ,20221012,20221011,完成,,412985.0,11484200.0,28.07,27.25
688598.SH,20221012,20221011,完成,,93200.0,25131495.42,278.01,264.03
603501.SH,20221012,20221011,完成,,655775.0,49982152.75,76.88,75.63
300482.SZ,20221012,20221011,完成,,1046200.0,30096802.8,49.72,27.53
300702.SZ,20221012,20220930,完成,,2009243.0,48712939.52,25.3,23.52
688068.SH,20221012,20220930,完成,,1789485.0,99467410.87,98.11,
300690.SZ,20221012,20221012,完成,,963738.0,5925447.0,6.1484,6.1484
603557.SH,20221012,20221014,完成,,1653000.0,,,4.4
002415.SZ,20221012,20221011,完成,,6820968.0,199981024.67,29.65,28.71
000157.SZ,20221012,20220930,完成,,237903087.0,1430293247.15,9.19,5.51
603039.SH,20221012,20220930,完成,,4166918.0,151878381.28,60.0,
002917.SZ,20221012,20221010,完成,,420700.0,3769611.0,9.0,8.9
300308.SZ,20221011,,预案,20231010,,600000000.0,40.0,
603501.SH,20221011,,预案,20230331,,600000000.0,95.0,
002758.SZ,20221011,,预案,,,,5.07,5.07
600595.SH,20221011,,预案,,,,,
000421.SZ,20221011,,预案,,,166600.0,2.38,2.38
300515.SZ,20221011,,股东大会通过,,,115866.3,,
300415.SZ,20221011,,股东大会通过,,,575004.0,3.68,3.49
002415.SZ,20221011,,股东大会通过,,,38851853.1,16.98,16.98
002189.SZ,20221011,,股东大会通过,,,,,
002415.SZ,20221011,,股东大会通过,,,2043476488.53,40.0,
600222.SH,20221011,20220930,完成,,6658500.0,34946439.5,7.0,
002299.SZ,20221011,20220930,完成,,2751600.0,59989653.0,28.0,
601933.SH,20221011,20220930,完成,,20000000.0,65668910.66,5.0,3.15
600267.SH,20221011,20220930,完成,,7758700.0,81043676.35,10.679,10.166
000925.SZ,20221011,20220930,完成,,7824600.0,55002388.65,14.43,
603165.SH,20221011,20220930,完成,,7715600.0,104901983.12,22.65,11.496
603567.SH,20221011,20220930,完成,,1716300.0,19789918.3,12.1,11.49
603669.SH,20221011,20220930,完成,,3879353.0,28766168.14,12.6,5.57
601828.SH,20221011,20220930,完成,,1044800.0,5003480.17,4.63,4.42
603869.SH,20221011,20220930,完成,,2411000.0,19035042.5,8.22,7.88
000795.SZ,20221011,20220930,完成,,8484189.0,60035154.71,9.0,6.57
002568.SZ,20221011,20220930,完成,,4500847.0,118295395.26,44.18,21.89
002959.SZ,20221011,20221010,完成,,1603000.0,80117931.02,51.97,
002233.SZ,20221011,20220930,完成,,11680400.0,100826380.26,11.88,7.63
688350.SH,20221011,20220930,完成,,3500173.0,64517579.36,24.6,
603890.SH,20221011,20220930,完成,,6755040.0,67641858.6,13.71,
002214.SZ,20221011,20220930,完成,,3605700.0,50598294.18,24.92,
600477.SH,20221011,20220930,完成,,9449414.0,34170956.24,4.28,
603551.SH,20221011,20220930,完成,,8576200.0,73540459.71,10.02,7.6
300617.SZ,20221011,20220930,完成,,2121837.0,77117969.24,50.0,
688092.SH,20221011,20220930,完成,,818917.0,20478019.1,34.73,23.2
002650.SZ,20221011,20220930,完成,,36101676.0,161002255.76,8.36,
603018.SH,20221011,20220930,完成,,3600020.0,30156306.0,11.0,8.07
600094.SH,20221011,20220930,完成,,30922200.0,99981600.0,5.52,
603797.SH,20221011,20220930,完成,,7885396.0,50040120.24,5.87,5.67
002921.SZ,20221011,20220930,完成,,3477600.0,49356307.48,19.65,13.67
300512.SZ,20221011,20220930,完成,,3696800.0,34727299.73,9.94,6.82
000626.SZ,20221011,20220930,完成,,2313600.0,30000778.0,15.0,9.36
600256.SH,20221011,20220930,完成,,17900000.0,249799783.3,14.71,
688039.SH,20221011,20220930,完成,,1315483.0,49963706.45,69.75,
000581.SZ,20221011,20220930,完成,,15660500.0,300010119.65,27.41,17.73
603100.SH,20221011,20220930,完成,,188100.0,5049650.0,28.03,
300174.SZ,20221011,20220930,完成,,2268000.0,30510332.77,14.96,
300308.SZ,20221011,20221010,完成,,11156100.0,299998900.0,27.6,
688617.SH,20221011,20220930,完成,,311808.0,59990496.75,270.0,
603690.SH,20221011,20220930,完成,,1006700.0,39995250.0,43.5,36.85
688058.SH,20221011,20220930,完成,,1212961.0,55350362.32,88.85,37.08
688609.SH,20221011,20220930,完成,,6900200.0,57328867.72,14.9408,
603306.SH,20221011,20220930,完成,,2112200.0,60021002.12,31.6,
002688.SZ,20221011,20220930,完成,,26669910.0,131881175.0,7.5,
002493.SZ,20221011,20221010,完成,,105486155.0,1520043491.89,20.0,13.02
002414.SZ,20221011,20220930,完成,,25469082.0,300942479.34,12.4,11.45
600110.SH,20221011,20220930,完成,,11291600.0,100000765.86,8.92,8.38
605218.SH,20221011,20220930,完成,,1994937.0,24934300.0,13.0,12.1
601636.SH,20221011,20220930,完成,,26507078.0,282552869.03,15.42,
600499.SH,20221011,20220930,完成,,11993655.0,199981229.8,20.0,16.2
600337.SH,20221011,20220930,完成,,7403100.0,21565000.0,2.92,2.72
603456.SH,20221011,20220930,完成,,430000.0,15797204.12,39.0,
000403.SZ,20221011,20220930,完成,,872300.0,16952428.63,29.7,17.27
600219.SH,20221011,20220930,完成,,158241963.0,629956363.7,3.23,2.94
603859.SH,20221011,20220930,完成,,1617400.0,45052000.0,29.97,22.81
603871.SH,20221011,20220930,完成,,957200.0,18754004.8,30.0,19.34
603408.SH,20221011,20220930,完成,,2709400.0,29992000.0,11.43,11.04
002540.SZ,20221011,20220930,完成,,4602695.0,24043013.06,5.76,
600179.SH,20221011,20220930,完成,,160502519.0,649769500.0,5.34,3.73
600062.SH,20221011,20220930,完成,,22176409.0,290901734.44,17.08,16.73
605299.SH,20221011,20220930,完成,,1230000.0,11922800.0,18.77,8.89
603658.SH,20221011,20220930,完成,,5260910.0,243265107.56,46.51,46.4
002271.SZ,20221011,20220930,完成,,27316756.0,987033435.0,55.79,27.5
600718.SH,20221011,20220930,完成,,16118713.0,175274719.0,10.84,9.4
688317.SH,20221011,20220930,完成,,2546351.0,102033917.27,41.07,36.86
600817.SH,20221011,20220930,完成,,5352500.0,48212353.83,14.0,
601117.SH,20221011,20220930,完成,,21999800.0,179037700.0,14.89,7.92
300921.SZ,20221011,20220930,完成,,137100.0,2319454.0,28.24,
002798.SZ,20221011,20220930,完成,,14074300.0,119321658.64,20.68,7.02
003032.SZ,20221011,20220930,完成,,3658700.0,50000413.0,25.0,
600588.SH,20221011,20220930,完成,,35769263.0,823059908.52,19.82,17.98
600276.SH,20221011,20220930,完成,,12000031.0,397984751.63,34.9,
688229.SH,20221011,20220930,完成,,591462.0,21996145.13,90.0,33.7
600352.SH,20221011,20220930,完成,,88273325.0,900067257.26,10.68,9.03
688208.SH,20221011,20220930,完成,,3315855.0,100280543.07,59.64,
300687.SZ,20221011,20220930,完成,,2187888.0,50186738.92,29.887,
688379.SH,20221011,20220930,完成,,1555848.0,25122693.02,22.84,
688500.SH,20221011,20220930,完成,,242389.0,4812791.61,40.0,18.6
688355.SH,20221011,20220930,完成,,503562.0,11394940.82,25.32,
688365.SH,20221011,20220930,完成,,1151958.0,9164151.09,12.0,7.43
688222.SH,20221011,20220930,完成,,588000.0,9994130.71,17.79,15.01
688018.SH,20221011,20220930,完成,,350574.0,33518817.15,120.0,76.58
688216.SH,20221011,20220930,完成,,167800.0,4289789.17,34.0,23.96
688696.SH,20221011,20220930,完成,,8800.0,2026174.47,509.39,220.2
600763.SH,20221011,20220930,完成,,582300.0,72243285.89,196.23,116.34
000623.SZ,20221011,20220930,完成,,10633664.0,150031310.72,20.0,13.6
688550.SH,20221011,20220930,完成,,618074.0,50040238.05,66.77,56.55
600273.SH,20221011,20220930,完成,,4874200.0,48165700.0,12.95,9.1
603933.SH,20221011,20221013,完成,,354000.0,2443660.0,7.29,6.79
000883.SZ,20221011,20221010,完成,,638100.0,2795500.0,4.39,4.37
000813.SZ,20221011,20220930,完成,,8216401.0,26294446.07,5.4,2.94
920212.BJ,20221011,20220930,完成,,678395.0,5972924.86,14.85,7.47
688687.SH,20221011,20220930,完成,,2568820.0,40902804.89,26.0,15.02
000636.SZ,20221011,20220930,完成,,2984320.0,49945899.99,26.77,15.84
300601.SZ,20221011,20220930,完成,,660400.0,19993586.45,55.0,
688228.SH,20221011,20220930,完成,,526180.0,15370237.03,30.76,
920924.BJ,20221011,20220930,完成,,1499540.0,9893832.2,12.45,5.68
